filename,width,height,class,xmin,ymin,xmax,ymax
20200121_093957.jpg,4032,2268,FinishedAssembly,1989,1,2447,736
20200121_093957.jpg,4032,2268,Nut,1789,401,2054,672
20200121_093957.jpg,4032,2268,Bolt,1907,813,2460,1254
20200121_093957.jpg,4032,2268,Nut,1377,1283,1571,1507
20200121_093957.jpg,4032,2268,Nut,1836,1607,2018,1754
20200121_093957.jpg,4032,2268,Nut,1901,1701,2089,1883
20200121_112315.jpg,4032,2268,Nut,1855,1187,2010,1379
20200121_112315.jpg,4032,2268,Nut,1699,1072,1840,1217
20200121_112315.jpg,4032,2268,Nut,2040,1105,2247,1291
20200121_112315.jpg,4032,2268,Nut,2080,794,2247,942
20200121_112315.jpg,4032,2268,Bolt,1377,850,1769,1031
20200121_112315.jpg,4032,2268,FinishedAssembly,1777,733,2089,1071
20200121_112315.jpg,4032,2268,Bolt,2362,1050,2815,1350
20200121_112315.jpg,4032,2268,Bolt,2149,525,2317,808
20200121_112315.jpg,4032,2268,FinishedAssembly,2011,1361,2274,1876
20200121_112305.jpg,4032,2268,FinishedAssembly,780,1505,1325,1991
20200121_112305.jpg,4032,2268,Bolt,1777,1409,1995,1972
20200121_112305.jpg,4032,2268,Bolt,1332,794,1543,1091
20200121_112305.jpg,4032,2268,Washer,2136,1509,2340,1705
20200121_112305.jpg,4032,2268,Washer,2732,1361,2914,1542
20200121_112305.jpg,4032,2268,Washer,2332,1339,2499,1431
20200121_112305.jpg,4032,2268,Washer,2469,1419,2634,1541
20200121_112305.jpg,4032,2268,Washer,2283,1411,2423,1546
20200121_112305.jpg,4032,2268,Nut,1226,1281,1426,1435
20200121_112305.jpg,4032,2268,Nut,1288,1103,1485,1254
20200121_112305.jpg,4032,2268,Nut,1456,1322,1656,1503
20200121_112305.jpg,4032,2268,Nut,1896,1030,2085,1254
20200121_112305.jpg,4032,2268,Bolt,2150,857,2464,1205
20200121_112305.jpg,4032,2268,FinishedAssembly,1645,878,1856,1205
20200121_093927.jpg,4032,2268,FinishedAssembly,2013,772,2324,1531
20200121_093927.jpg,4032,2268,Nut,2130,1825,2401,2136
20200121_093927.jpg,4032,2268,Nut,1730,1325,2013,1560
20200121_093927.jpg,4032,2268,Nut,2489,1601,2695,1831
20200121_093927.jpg,4032,2268,Nut,2636,1548,2913,1742
20200121_093932.jpg,4032,2268,FinishedAssembly,1795,966,2136,1542
20200121_093932.jpg,4032,2268,Nut,1948,1525,2171,1719
20200121_093857.jpg,4032,2268,FinishedAssembly,2054,913,3107,1507
20200121_093917.jpg,4032,2268,FinishedAssembly,2201,1160,2865,1466
20200121_093917.jpg,4032,2268,Nut,2277,1613,2595,1819
20200121_093917.jpg,4032,2268,Nut,3129,1608,3367,1862
20200121_093917.jpg,4032,2268,Nut,2996,1770,3234,1973
20200121_093900.jpg,4032,2268,FinishedAssembly,2083,883,2613,1678
20200121_112309.jpg,4032,2268,Washer,1450,1641,1669,1805
20200121_112309.jpg,4032,2268,Washer,1723,1595,1867,1719
20200121_112309.jpg,4032,2268,Washer,1853,1551,2021,1676
20200121_112309.jpg,4032,2268,Washer,1850,1678,2015,1800
20200121_112309.jpg,4032,2268,Washer,2102,1757,2318,1927
20200121_112309.jpg,4032,2268,Bolt,1013,1468,1429,1811
20200121_112309.jpg,4032,2268,Bolt,1623,938,1861,1159
20200121_112309.jpg,4032,2268,Bolt,2004,1205,2480,1435
20200121_112309.jpg,4032,2268,Nut,1791,1235,1980,1405
20200121_112309.jpg,4032,2268,Nut,1164,1232,1318,1346
20200121_112309.jpg,4032,2268,Nut,1231,1305,1413,1430
20200121_112309.jpg,4032,2268,Nut,1383,1122,1550,1241
20200121_112309.jpg,4032,2268,FinishedAssembly,531,1319,1031,1589
20200121_112309.jpg,4032,2268,FinishedAssembly,1631,1086,1991,1297
20200121_093953.jpg,4032,2268,FinishedAssembly,1607,466,1848,1054
20200121_093953.jpg,4032,2268,Bolt,1992,154,2484,802
20200121_093953.jpg,4032,2268,Nut,1362,861,1606,1124
20200121_093953.jpg,4032,2268,Bolt,1640,1061,2018,1605
20200121_093953.jpg,4032,2268,Nut,1151,1979,1329,2194
20200121_112323.jpg,4032,2268,FinishedAssembly,1695,1348,2083,1778
20200121_112323.jpg,4032,2268,Nut,1403,1291,1566,1394
20200121_112323.jpg,4032,2268,Nut,1155,1165,1373,1383
20200121_112323.jpg,4032,2268,Nut,1414,854,1573,987
20200121_112323.jpg,4032,2268,Nut,1536,1120,1729,1309
20200121_112323.jpg,4032,2268,Bolt,1851,976,2244,1202
20200121_112323.jpg,4032,2268,Bolt,658,1083,1140,1250
20200121_112323.jpg,4032,2268,FinishedAssembly,1095,872,1432,1117
20200121_112323.jpg,4032,2268,Bolt,1280,561,1636,865
20200121_112323.jpg,4032,2268,Washer,1967,641,2115,738
20200121_112323.jpg,4032,2268,Washer,1823,762,1937,873
20200121_112323.jpg,4032,2268,Washer,1993,911,2099,981
20200121_112323.jpg,4032,2268,Washer,1945,749,2075,835
20200121_112323.jpg,4032,2268,Washer,1896,838,2029,919
20200121_093856.jpg,4032,2268,FinishedAssembly,1542,1207,2501,1607
20200121_112312.jpg,4032,2268,FinishedAssembly,1177,1525,1607,2036
20200121_112312.jpg,4032,2268,FinishedAssembly,1824,578,2048,1083
20200121_112312.jpg,4032,2268,Bolt,2301,595,2665,1001
20200121_112312.jpg,4032,2268,Bolt,1983,1360,2265,1960
20200121_112312.jpg,4032,2268,Bolt,1460,442,1771,866
20200121_112312.jpg,4032,2268,Washer,2342,1497,2513,1632
20200121_112312.jpg,4032,2268,Washer,2464,1346,2623,1465
20200121_112312.jpg,4032,2268,Washer,2477,1189,2664,1351
20200121_112312.jpg,4032,2268,Washer,2650,1346,2840,1538
20200121_112312.jpg,4032,2268,Washer,2896,1286,3075,1438
20200121_112312.jpg,4032,2268,Nut,1453,1195,1656,1368
20200121_112312.jpg,4032,2268,Nut,1518,932,1672,1086
20200121_112312.jpg,4032,2268,Nut,1691,1251,1845,1443
20200121_112312.jpg,4032,2268,Nut,2121,873,2264,1068
20200121_094008.jpg,4032,2268,Bolt,2660,213,3360,966
20200121_094008.jpg,4032,2268,FinishedAssembly,2101,442,2524,1207
20200121_094008.jpg,4032,2268,Nut,1777,825,2154,1101
20200121_094008.jpg,4032,2268,Bolt,2060,1201,2595,1801
20200121_094008.jpg,4032,2268,Nut,1471,2025,1771,2236
20200121_093915.jpg,4032,2268,Nut,2403,1120,2580,1324
20200121_093915.jpg,4032,2268,Nut,2562,1142,2792,1387
20200121_093915.jpg,4032,2268,Nut,2047,635,2306,820
20200121_093915.jpg,4032,2268,Nut,2140,1131,2306,1354
20200121_093915.jpg,4032,2268,FinishedAssembly,2266,202,2825,861
20200121_094000.jpg,4032,2268,Nut,1195,1025,1707,1266
20200121_094000.jpg,4032,2268,Nut,2413,107,2760,336
20200121_093929.jpg,4032,2268,Nut,1443,1357,1732,1568
20200121_093929.jpg,4032,2268,FinishedAssembly,1510,1454,2203,1839
20200121_093929.jpg,4032,2268,Nut,1188,1854,1473,2050
20200121_094006.jpg,4032,2268,FinishedAssembly,1560,354,1965,1242
20200121_094006.jpg,4032,2268,Bolt,2154,125,2842,936
20200121_094006.jpg,4032,2268,Nut,1201,813,1636,1172
20200121_094006.jpg,4032,2268,Bolt,1442,1236,2124,1883
20200121_093922.jpg,4032,2268,Nut,2092,935,2362,1183
20200121_093922.jpg,4032,2268,Nut,1884,1461,2121,1683
20200121_093922.jpg,4032,2268,Nut,2158,1698,2395,1891
20200121_093922.jpg,4032,2268,Nut,2284,1813,2529,2035
20200121_093922.jpg,4032,2268,FinishedAssembly,2173,1098,2884,1435
20200121_112320.jpg,4032,2268,FinishedAssembly,896,1103,1448,1476
20200121_112320.jpg,4032,2268,Nut,1356,1024,1510,1149
20200121_112320.jpg,4032,2268,Nut,1402,932,1542,1046
20200121_112320.jpg,4032,2268,Nut,1567,1000,1737,1176
20200121_112320.jpg,4032,2268,Nut,1964,859,2121,1000
20200121_112320.jpg,4032,2268,Washer,2237,1097,2423,1192
20200121_112320.jpg,4032,2268,Washer,2791,989,2953,1076
20200121_112320.jpg,4032,2268,Washer,2377,989,2550,1054
20200121_112320.jpg,4032,2268,Washer,2540,1019,2677,1122
20200121_112320.jpg,4032,2268,Bolt,2169,738,2391,984
20200121_112320.jpg,4032,2268,Bolt,1391,789,1594,954
20200121_112320.jpg,4032,2268,Bolt,1891,1019,2126,1303
20200121_093955.jpg,4032,2268,Bolt,2089,389,2518,1054
20200121_093955.jpg,4032,2268,Bolt,1860,1313,2224,1978
20200121_093955.jpg,4032,2268,Nut,1565,1213,1801,1413
20200121_093955.jpg,4032,2268,FinishedAssembly,1748,736,1960,1401
20200121_093951.jpg,4032,2268,Bolt,2365,95,2860,713
20200121_093951.jpg,4032,2268,Bolt,1989,1013,2365,1507
20200121_093951.jpg,4032,2268,Nut,1889,789,2083,1013
20200121_093951.jpg,4032,2268,FinishedAssembly,2032,431,2269,976
20200121_093951.jpg,4032,2268,Nut,1621,1772,1814,1961
20200121_093951.jpg,4032,2268,Nut,1973,1894,2218,2105
20200121_093951.jpg,4032,2268,Nut,2073,2028,2314,2213
20200121_093911.jpg,4032,2268,FinishedAssembly,1810,589,2310,1262
20200121_093911.jpg,4032,2268,Nut,2667,908,3083,1230
20200121_093911.jpg,4032,2268,Nut,2215,905,2453,1105
20200121_093911.jpg,4032,2268,Nut,2169,1178,2429,1403
20200121_094007.jpg,4032,2268,Bolt,2007,713,2595,1289
20200121_094007.jpg,4032,2268,Nut,1930,1695,2160,1936
20200121_094007.jpg,4032,2268,Nut,1424,1507,1660,1707
20200121_094007.jpg,4032,2268,Nut,1983,1913,2283,2131
20200121_094007.jpg,4032,2268,Nut,1871,378,2136,654
20200121_094007.jpg,4032,2268,FinishedAssembly,2130,1,2477,660
